post_id,post,implicit_class
20461,end daca deport all! they can come back the legal way,threatening
20808,10 yrs hard labor!! put him on chain gangs and build the wall.,threatening
15272,jews have always instigated and radicalized other racial minorities against white societies - they admit it here :,stereotypical
19728,my friend got his ass kicked. but that's ok too right because he's not the right color. plus yiddish? fuck you,irony
20568,"no, he should be forced to learn about muhammed!",irony
3987,black supremacist tries to kill white woman by shoving her into oncoming traffic,stereotypical
12635,ps get deported maybe new rule no legal way back in !,incitement
17009,i met many africans in france  they say one thing : rule under europeans was much better  whites even ended slavery in africa ! it wasnt arabs,white_grievance
17382,video : happy birthday adolf hitler - 125 years young ! via,incitement
10845,so  white lives don't matter to jews in nashville ?,irony
15723," has to say  "" proud jew "" "" because she can't pass as white . """,incitement
4852,also  what makes mn illegals special is that they hate you and hate america . but you insist on paying for them .,stereotypical
11280,<--- founded by a white spastic who hits women .,irony
5477,well  there's nothing more stupid than a white anti-white .,white_grievance
20560,put them on the boarder. put up a sign say we will not shoot any south bound aliens .,threatening
20992,How do you stop a Jewish man from smoking? You let him out.,irony
942,you're distraught by the fact the video dispels myths / falsehoods of ' innocent ' black man assaulted by ' evil ' whites .,white_grievance
5076,i know i'm white  will look out for the other whites  will do what i can to help . i produced 2 white children that will soon reproduce more white children .,incitement
21295,how did the jewish kid cheat on his math test ? he used the numbers on his arm .,irony
14288,if we don't oust the suicidal left from their positions of power  #whitegenocide will never end . #parisattacks,white_grievance
20706,"well i'm an amazing guy,what can i say? i merely chose universal thought over one dimensional thought. let's form a massive vigilante network, and go to every city where gangs exist,and remove the problem. gang members should forfeit all rights. see how many gangs exist then.",threatening
17490,you hate us so much  why don't you promote racial separation . clearly racial integration doesn't work,incitement
4369,really ? but  its okay that your statement propagandizes white people ? you accused white supremacists of creating laws that will harm all of black society.doesnt that assume congress is primarily a bunch of white supremacists ? you would never think such racist thoughts,white_grievance
20793,no behead muslims and all those who know no love or forgiveness,inferiority
8380," 2 . mexico encourages their people to immigrate to the us precisely because it serves as an  "" escape valve "" "" """,stereotypical
19877,"ok, what if a nice friendly guy who found good family values in mein kampf wanted to be sworn in on it?",irony
1407,i will take white nationalism > jewish nationalism,incitement
20766,lets get ice to do a few raids in there & drain that swamp,threatening
18146,russia is the only white nation in the world . white people the world over should embrace putin . he knows how to pull this .,incitement
12285,california is an anti-white state . theblaze,white_grievance
5434,tim wise is not white  he is jewish .,stereotypical
21207,:D @nkrause11 Dudes who go to culinary school: #why #findawife #notsexist :),stereotypical
4980,even europe has sold out interests of white people  i feel bad because white people have contributed to science & modernity,white_grievance
19447,"sub-saharan africans, the majority of american black lineage, are subhuman. the genetic data is clear. no matter what the cucks wish.",inferiority
8486,: 9 year old white boy commits suicide after being tormented for months by racist arabs,stereotypical
18078,no amount of foreign aid can substitute for an inherent racial lack of capacity for freedom .,stereotypical
20435,deport those little turds!!,threatening
2833,yup . race is real & we're not concerned with your race or other races . we are concerned with white growth & population .,incitement
12061," i am going to bring down america by funding black hate groups . we will put  "" them "" "" in a mental trap and make "" "" them "" "" blame white people . ... """,threatening
3708,yeah kkk lets get them dirty bastards,incitement
3128,cuckservatives : yes  the alt-right are just a bunch ofracists,white_grievance
5174,john pelham : wyoming  the white zion #swrm via,incitement
7101,nazism & white supremacy are not at all incompatible with jihad terror : you're in denial .,stereotypical
8622,but somehow this is not racist  hate speech ? meanwhile trudeau moves to criminalize islamophobia .. in canada ! #muslimmole,stereotypical
1144,: the last bastion of the white race : 90 % of young finnish people oppose more non-white immigration,white_grievance
20003,the american government need to try these law breakers and send them to jail no moe sanctuary cities !!!!!!,incitement
21185,What do you call 1 black person on the moon? A problem  What do you call 2 black people on the moon?  A problem  What do you call the entire population of black people on the moon?  Problem solved!,irony
4418,terrorism's goal is to change your attitudes & behaviors on : islam  stars-n-bars  white race  christians  & conservatives .,incitement
2995,: when whitey won't stand up for himself ... ' hundreds of young black people beating white people ' ...  ...,stereotypical
21430,Men are just better at some things. That's just the way it is. Like men are better at driving cars or flying airplanes. But you sure look pretty.,inferiority
20765,round the muslims up send their asses packing.,threatening
2661,this is why white advocacy is important ... they want you dead . wake up white people  stand up for yourselves .,incitement
8940,obama declares war on white people seeking jobs or education  wants to increase anti-white racial quotas : #sotu,white_grievance
19359,: #california taxpayers footing the bill for illegal alien driver's licenses #immigration #gapol ga2,inferiority
20807,"tie the noose right, mr. executioner. we wanna here the snap!",threatening
12713,that they would adopt a black then have white kids,inferiority
21246,what is the difference between a homosexual and a mentally ill person ? nothing .,irony
12728,the global white awakening via,incitement
19896,well be the elite and erase them soon enough.,threatening
20074,"well, you can escape all the terrible white oppressors and build your black paradise?",irony
21384,Jihad is one of the Five Pillars of Islam. The whole thing is basically founded on going out and killing people for G-d.,stereotypical
1413,i'm being ridiculed so often for wanting a white nation . sick of the faux white people . idiots they are .,white_grievance
13566,rankin and madison counties are the recipients of white flight from hinds county .. they are the places to be now,incitement
21448,Notice there haven't been any #MeToo accusations made against Islamic Supremacists?,white_grievance
20545,"don't house these or any illegals another day, get them out now. once caught, should be returned immediately! dts",threatening
21014,"What is the difference between the highway at rush hour and the line at KFC? Nothing, they are both black and dangerous to cut through",irony
19239,"as a group, whites produce much more wealth than they """"take from the system.",inferiority
6340,then we have the same standard  and you're no better . you just sided with people not your own because you loathe your own . probably because you hate yourself . you are a traitor .,incitement
714,stop hurting white people .,white_grievance
4829,: whites are unfortunately the least #racist people ... margaret mutu says she can't be racist  because she is not white ...,white_grievance
20939,What's the difference between a jew and a piece of bread? The bread still works after it's been through the toaster,irony
15720," and by too racist he means  "" not devaluing white people enough . "" "" """,white_grievance
12842,what is a white hispanic ?,white_grievance
14851," rt : in america any group of organized whites is going to be called  "" nazis "" "" regardless of their optics . """,white_grievance
3200,good job guys we need more white brothers and sisters to stand up for what is right for white america,incitement
1032," rt you can't claim  "" domestic terrorism "" "" is not a ' muslim monopoly ' while also claiming this domestic radical muslim isn't a terrorist #fresno """,stereotypical
21164,How do you get 11 million followers? Run through Africa with a bottle of water.,irony
19584,"one rabbit is cute, but millions are a plague",inferiority
15495,the people hate the gop . don't worry  charlottesville was just the beginning . we're growing extremely fast .,incitement
11578,if he really wants 2 b a chic its just as gross as white women dating blacks . we should preserve the white race .,inferiority
21248,"how many times can you screw a blonde ? i do n't know , how much time you got ?",irony
7993,neocon jew bill kristol wants to create a committee not to renominate the president daily stormer,stereotypical
6572," i'm not antisemitic  i support palestinians . faux polish jews that immigrated to palestine aren't semites  you know  the jew  "" refugees "" "" . """,incitement
21360,"Wait, can I catch your Asperger's?",stereotypical
21380,You're going to be the expert on all things African American.,other
10036,they want to remove white people from their own history . #whitelivesmatter,white_grievance
14005,: 13 ( worst ) companies who support israels policies for white america july 23rd ! ! be there ! ! ...,stereotypical
2597,thats all we need . as long as the white race is at the top . thats very important .,incitement
20101,no amnesty. deport,threatening
21455,"London police arrest two men in connection with the London Terrorist Bombing  One, 18 yrs old  One, 21 yrs old  Won't tell us who/what they ARE, but I can just about tell you who/what they AREN'T  White/European British Native Londoners IQ above room temperature Self-sufficient  Any takers at 10:1?",inferiority
19874,liberal hippie bs ! go to the middle east and let's see your welcome strangers theroy !,irony
20499,contact senator thom tillis and tell him amnesty for dream4er4s is unacceptable. 202-228-6342,incitement
14840," name one of these thriving black communities that black people  "" built . "" "" """,white_grievance
19569,/tea party got bamboozle by rats for obama,inferiority
21414,"I believe in equal rights for gay people, but I wish they wouldn't kiss in public. It's gross.",inferiority
10446,berlin is the new jerusalem : more and more israeli jews moving to germany #swrm via,stereotypical
343,can whites have black artists shoved down their throats without losing their own culture and heritage ?,white_grievance
19632,most of you wouldn't even exist were it not for the billions in aid from white countries.,inferiority
15933,black man openly fantasizes about slaughtering white girls during race war ( video ) #swrm #racist via,stereotypical
12967," gob bluth stabbed by white power bill :  "" white power  "" "" "" "" ( but ) i'm white . "" "" #whitepower #news #quote """,incitement
4035,do you disavow all of these ? btw there's tons for every other race too besides blacks . if you don't disavow all of these you're anti-white,white_grievance
16526,white heritage and history go beyond the founding of america . usa was founded on the westernized european framework . identity evropa isn't a,incitement
14226,hispanic assimilation has failed rt #tcot #tlot #teaparty #ocra #ampat,incitement
16284,pl dear fellow indians ... we all must boycott radicalised bollywood jihadi mullahs movies and their ad products,incitement
4773,#whitegenocide = white revolution is the only solution #standupwhiteman #14words,white_grievance
19809,"haha perkins/frc are both idiotic crapfests.although, crap does attract fliesand you seem to like 'em a lot.",inferiority
2959,1st the will question my race . then call me a troll . then ws . then more race . rinse repeat . when someone would rather call names than debate the idea .. #game #set #matchthey hate govt yet demand more and more entitlements . blame every bad life choice on race . want white guilt,white_grievance
16900,elderly [ white ] us man punches [ black thug ] protester at trump rally via . the tide has turned .,stereotypical
20558,no more jobs for illegals!!,threatening
5168,jews aren't white .,stereotypical
16881,did the holocaust actually happen ?,stereotypical
1558,not to be racist but talk about black privilege ... if it were white people media would b,white_grievance
20533,bring ur racist ass on i'm an armed #creepyasscracker lets shoot it out it and see who runs outa ammo 1st #zimmermantrial,threatening
12828,weak white people have nearly destroyed us . no other race is so self-hating .,white_grievance
17759,blacks behave well in black countries because they have laws made to control black people . ie  stronger laws !,inferiority
21424,Why are there so many party stores in the ghetto? Like do all the poor people like to celebrate they're poor?,inferiority
15581,we're you better off under sharia ? the white people saved what was left of your country your welcome to learn your history,white_grievance
21260,cripples what do you call three people in wheelchairs stacked on top of each other ? a vegetable rack .,irony
14555,stop anti-white cultural appropriation | more : via,white_grievance
7933,just fyi israel and jews did 9/11 and blamed muslims to justify the global war on terrorism,stereotypical
19332,a bunch of obama rats that we do not want or need,inferiority
12338,follow it's not islamophobia when they are trying to kill you .,stereotypical
7010,indians are pre colombians . white people founded and built usa .,inferiority
15241,is atlanta still considered the south ? or new congo ?,irony
17295,the genocide of white america : 1980-2010 #swrm #whitegenocide #us #whiteprideworldwide via,white_grievance
18095,now that official position of dem party is : white lives do not matter  couldn't the gop reach out to white voters ?,white_grievance
18970,the white man and woman marches on ! #resistance #14w,incitement
6380,tomorrow is april 20th  the birthdate of adolf hitler . do you have your flyers / stickers / cards ready for mass distribution ? ? #activism,incitement
10695,lmao fat feminists ghost tweet anti-white vitriol from beyond the grave,white_grievance
17150,no repentance for f-ing j * * * tweet ! finally ended gops endless paeans to israel . coulter gets results ! ! !,incitement
14062,and it's not a coincidence the best places to live are majority white,inferiority
14797,"  "" : incog man : apeman burns beautiful white teen in car trunk via "" "" """,inferiority
19692,i agree i think his real name is scum dog doesnt he live in the swamp isnt he a scum sucking maggot,inferiority
20726,all illegals welcome in san francisco. sleep in the streets - eat aids for breakfast,irony
13270,give me a break sly . whites did build this country . nothing wrong with that . the more we ar,incitement
18920,sounds like some sort of skinhead thing  which is the complete opposite of identity evropa's aesthetic .,incitement
20631,send them back to their motherlandillegal is illegal no matter what you call em,threatening
21104,"Why do black people like basketball? Because they can shoot, steal and drive.",irony
20366,this is crazy. how do you give a loan to someone who can be deported at will ?,white_grievance
20780,no bloody way.tell the moslims where to shove it.in a polite way obviously,incitement
5960,from its ashes a white centric nationalist party is born,incitement
19987,marrying children and female genital mutilation all good!,irony
161," rt since when was jesus  "" mixed race "" "" ? ... please stop trying to stick jesus and christianity into your criminal communist ideology . don't tell me you're like those bbc anti-white racists that depict julius caesar and achilles as black men in the name of "" "" diversity "" "" and inclusiveness """,white_grievance
13304,hitler warn about self pride in max form white ? only is kkk satanist n misguided white peace neutral,incitement
16375,the flag of the northwest american republic  the coming white homeland and ethnostate .,incitement
6008,hunt for white women : black racist serial killer confesses to 41 murders | read more : via,stereotypical
16891,dr . david duke : will the white race survive ? ( video ) #flegs #onthehill #tweetni via,white_grievance
20030,"#thankwhitepeople for discovering cures for diphtheria, dysentery, polio, rickettsia,measles,typhoid(u get the idea)",incitement
20389,"use daca as a bargaining chip to massively reduce immigration, end chain migration, enforce e-verify, and reform refugee resettlement.",incitement
21365,"Person 1:: That's not your real hair, you're fully black! Person 2:: It's fake, stop trying to convince us that black people can have long hair! Two people in my class talking about my mid-back length curly hair, two weeks ago. I'm a 17 year old Eritrean (East African) female in London. It made me feel disappointed, enraged, but mostly, shocked by their ignorance and outright lack of manners.",inferiority
12367,heather heyer is a martyr to a big fat lie concocted by the anti white liberal media & th,incitement
4092,he's the lowest form of white there is .,inferiority
20489,confirm asap ! immigration is out of control! re-instate legal procedures for immigration & data bases!,incitement
20789,"antifa have stated they are going to be there so expect the worst. bring helmets, goggl",threatening
6116,jared you must reconsider naming jews white,incitement
2906," rt the words  "" love your race "" "" are now a hate symbol according to the anti-defamation leaguedoes that just apply to white people or everybody ? """,white_grievance
18474," rt :  "" hate "" "" is codeword for "" "" white ethnic interest "" "" "" diversity "" "" is codeword for "" "" less white ppl "" "" """,incitement
9228,why do colored people eagerly run to white countries to be oppressed ?,inferiority
11769,so islamic terror is not a race & yet i'm a racist ? you're deeply confused .,stereotypical
15506,the war against white people proof #tcot,white_grievance
19341,a fuzzy headed screaming little chimp with a white breeder mother..what an abomination!,inferiority
19489,"aren't those the rodents you were arrested for abusing hunter? dude, they aren't meant for butt plugs! lol!",inferiority
3439,our people really don't need minorities . we built the world's great empires without poc . they need us  not the other way around .,stereotypical
17923,i read stories of states which drove off whites  their economies failed . poor africans cried and begged for whites to return .,stereotypical
21091,What's Hitler's favorite breakfast beverage? Freshly squeezed orange jews.,irony
19540,"according to one person i communicated with - why cry over as bunch of cells, would you cry over a tumor",inferiority
20616,end all immigration entirely.,threatening
19829,"why bring any refugees at all? what good are they? average iq from syria is less than 90, these people will be a burden!",inferiority
4782,. on #periscope : the cuckturians assaulting white nationalists : the latest,other
1348,has started a campaign to claim tubman for the ( ( ( conservative ) / cuck movement . joins the pantheon with mlk .,incitement
21473,Every woman claims she was raped or sexually harassed in her past They are advertising their desirability to Chad.,irony
20073,who really believes that a baghead is attractive? really?,irony
698,so ? welcome to the real world . this is what today's immigrants want to do to whites,stereotypical
13136,and let the record show that black lives matter is a racist hate group advocating murder and hate,white_grievance
19386,charlotte is better than that concrete african jungle called atlanta,inferiority
19792,worried about her headscarf? i would have torched it!,threatening
3658,white lives matter rallies against the blm kidnapping in chicago via,white_grievance
21389,Doing a Physics degree is no way to get yourself a husband!,inferiority
20877,What's is gained by one dead faggot Jew?,incitement
229,: csp poll ( 2015 ): 29 % of muslim-americans : violence against those who insult muhammad is acceptable,stereotypical
6851,diversity is only imposed on white nations . diversity : slowly and legally eliminating white people .,white_grievance
935,you sound like a racist . do you hate white people  support genocide of native whites ?,white_grievance
21089,"What have parents and pizzas in common? When they're black, there's no food.",irony
15133,from what i'm reading here in the us  it's racial hate from blacks on white  and especially the farmer .,white_grievance
20644,these are not refugees. they're cowards fleeing their,inferiority
12769,this is the white man march #whitemanmarch,incitement
19969,what will be funny is when the koranimals and rape apes turn on the left and they come to the alt right demanding to be protected.,inferiority
789,too bad your people are turning into soap in south africa .,other
8789,i'm anishinaabeg from deshkan ziibi . goodnight white pride !,incitement
19158,obama paid for the illegals!,inferiority
21382,Find yourself an Asian girl. She'll be more docile.,stereotypical
5954,former black ou football player pimps his former white ou cheerleader girlfriend for $ 200 via,stereotypical
19989,"yall are no better then a black kkk.. an you aint killin my """"pink"""" ass",white_grievance
12154,14 reasons for white pride in america . ( elaboration  details  and sources . ),incitement
20120,"oh look, it's one of the american taliban. move to the middle east, you freak.",threatening
18834,nationwide trend of black on white mob attacks,stereotypical
14704,white genocide is real,white_grievance
4691," depends who is doing the  "" colonizing . "" "" many nations in africa flourished under european colonization . """,inferiority
20743,"no smart wall a deadly wall is what we need machine guns , rocket launchers and land mines on the mexican side blow a few up problem solved",threatening
12834,well that's because there is no such thing as white privilege ! that's just a sham created by an old  evil  communist white guy by the name of soros to divide our country ! only self loathing  white sjw with a guilty conscience for their own bias  believe the white privilege myth !,white_grievance
4026,dearly for their crimes against the white british subjects !,white_grievance
18709,hindus worship fire and bacause a teacher was burnt alive in #peshawarattack  hindus must've done it : pak analyst,stereotypical
1523,more people are shot in chicago in a week than at sandy hook . should black people have the civil right to own firearms ? #nra,stereotypical
152," rt : white racialists rally in edmonton  alberta and london  ontario as a commemoration of  "" white pride worldwide day "" "" ... """,incitement
21121,How does a Mexican family take a photo together? They get in the back of a truck and run a red light.,irony
20943,"I've just realized that Indians are an hybrid of white people and black people They are smart like a white man, work like a black man and they have brown skin like a mix of races",inferiority
1221,black human rights campaigners managed it in the 50s and 60s.no good reason white human rights campaigners can't .,white_grievance
7254,the illegal immigration from mexico is another name 4 white genocide #stopwhitegenocide,white_grievance
1820,white men are shot by cops three times more often than black men are . the media however  does not sensationalize the event when whitey inv .,white_grievance
11042,white pill of epic proportions incoming : we are the unassailable future via,incitement
18454," jewish rabbi lies about henry ford - father coughlin exposes liars   "" war mongers  international bankers  "" "" """,stereotypical
19402,no sanc for islamists or illegals or ms13 thugs. time for us to just say no to these rats who infest our body politic and do us no good.,inferiority
20225,"sick, sick, sick this muslim religion is very sick! penalty should have been removal of his private parts!",stereotypical
9309," if white heritage and #whiteculture is  "" hate "" "" then bring on the "" "" hate "" "" . """,incitement
20889,"I guess you could put 10 rounds in them them because it's Californiacation reload then another10, reload then another 10. I would have shit out 3 30 round mags with 90 bullets to your 30. Why do you even live there?",threatening
19317,they're like cockroaches. trying to sneak into your home & breed.,inferiority
20924,The mainstream left is afraid things are polarizing and destabilizing too quickly. They want to keep things civil so they can continue their destruction of the slumbering masses. I hope they continue their purges and all hell breaks loose.,threatening
9773,let's organize a #buildthewall standoff protest in washington the biggest and boldest protest by whites ever,incitement
19145,"question for all: what is the legal difference between a man wearing a dress, and a transwoman?",irony
3772," democracy is being governed by a  "" majority "" "" of wealthy jews and their non-white identity group lackeys """,stereotypical
10707,maybe because all these black people would rob and shoot the first white person they see come in there ?,stereotypical
20829,President Trump should seriously consider this 'machine gunning families trying to illegaly cross the border' thing. We could use some of that on this side of the pond. #FuckEm,threatening
8175,theoretically  overturning roe v wade would increase white birthrate without increasing non-white birthrate .,incitement
4192,integration / assimilation will eventually lead to white extinction .,white_grievance
12660,schools in germany order girls to cover up to avoid being attacked by muslim invaders via,stereotypical
21192,"What do you call a black man that has eight arms? I don't know, but it picks cotton really fast!",irony
154," rt australia returns non-white invaders ; jewish  "" human rights "" "" groups flip out | more : """,white_grievance
18301,tv ads link #immigration to earth day air in san diego #earthday2014 #sandiego #toomanypeople,incitement
5361,such #racism goy  there is only ( ( ( shared human heritage ) ) ) rt : uc merced  ca . its it's habbening .,incitement
21137,The reason I date a black girl So I don't have to meet her dad,irony
20876,Killing communists is self defense... and also one of the manliest things a man can do.,threatening
12313,do u know why jew declare war on germany ? hitler made new economic in germany,stereotypical
21396,"Classmate:: So, which one of your parents is black and which is white? Me:: My mom is white and my dad is black. Classmate:: (trying to by funny) So, your mom was a rape victim? I was 17 years old.",stereotypical
11015,what our race has lost : a look at the last of the aryans of asia | more : via,incitement
7307,too good to be true ? ? whitey fights back ! ! southern italian town world's ' only white town ' after ethnic cleansing,white_grievance
3171,extinction of america's white population speeds up via,white_grievance
9727,is it criminal to want a white america ? lets talk about the founders ideas for,white_grievance
13998,84 % of all wanted criminals in copenhagen are non-white | more : via #whitelivesmatter,stereotypical
4472,the white race has blessed the world with modern tech  medicine  constitutional govts and the bible .,incitement
3491,so  if islam is innocuous  why were the crusades launched ?,stereotypical
14677,we love you friends #hottestwhite #whitepower,incitement
20013,i'll easier find a half pregnant woman than a moderate muslim.,irony
9790,mcconnell is pro-jewish ~ he was annoyed by my anti-semitic comments for a time,incitement
19516,"yes, and i think that their greater exposure to blacks is to account for much of this.",stereotypical
19213,"certainly not,more swamp to drain",inferiority
20466,give them jail time!,incitement
14889,#hillary getting illegal aliens to vote : #mexico #immigration #amnesty #treason,white_grievance
21243,"what 's the difference between a boko haram training camp and a nigerian refugee camp ? i do n't know , i just fly the fighter jet .",irony
9182,where was the rebuke from people when blm given key to white house - ppl was being political correct afraid of being called a bigot or racist,white_grievance
1172,aggressive hiv strain causes aids faster - african expected to bring it to the usa and europe via,stereotypical
16491,we who are pro-white want to preserve the white race . we believe that all races have the right to exist  including the white race .,incitement
16959,he is lucky white people are infinitely more disciplined than afros .,inferiority
1135,: kkklankkk white brotherhood unite,incitement
21305,why are the black man 's eyes always red after sex ? the mace .,stereotypical
21229,what do you call a black woman who 's had <number> abortions ? a crime fighter,irony
19503,can #islam and the civilized world coexist? #tcot #bancair #islamistheproblem,inferiority
20578,health care for illegal alients should consist of one greyhound ticket back to reynosa and a bottle of generic ibuprofen.,threatening
7490," rt  "" : african immigrants brutally beat white people in melbourne home invasion via "" "" """,stereotypical
4967,don't go to #atlanta article and commentary about the dying white race . victims of slow #genocide,white_grievance
19830,it will keep the ones out that can't afford a plane or a boat,inferiority
15281,latvia : thousands hold stop white genocide rallies | read more : via,white_grievance
3344,john kaminski and i discuss the impending war on syria instigated and spearheaded by israel and international jewry :,stereotypical
19480,"i dont curse at women unless they prove to be ignorant idiot, she is, serious,,,do research! !",inferiority
12975," if you're white  you don't need to  "" join "" "" anything . your skin is your uniform . have white children and teach the our culture """,incitement
6335,the white race we must talk for its beginning about 4 millions and 900000 years ago as the first race . so the red and then the black,stereotypical
21190,"Why do epileptics bexome atheists in December? Because they found out that ""Jesus is the reason for the seizin'""",irony
13624,thank u polish people . you are saving the white race . you are my heroes and are much stro,incitement
21160,"Friend: how dark is your humor? Me: If you whip it enough, it will start picking cotton.",irony
13581,roy moore can help prevent race-slaughter by planned parenthood & the dnc white elites . his opponent,incitement
15912,as a true pro-white who refers to white people as inbred trash  you need to listen to my advice on how,incitement
21466,"I made a Chad tinder profile Females don't care how vulgar or disgusting you are when you're attractive, if I was to say the same things I've said to these people with my real picture they would call the cops on me  So far I've had 60 matches and none of them were disgusted by my messages, which were asking for sex straight up",stereotypical
21184,How black mothers keep their children from biting their nails? they make them wear shoes,irony
20958,How to know if you're good at sports Your not good if your not black,stereotypical
18907,send the illegals back.the parents should have entered legally.mexico will take them back .,incitement
11744,researchers find whites more altruistic than other #sociology #psychology #anthroplogy,inferiority
21094,How dark is my humour? It picks cotton.,irony
19585,"want to know something funny? islamic traders showed them the wheel, they were just too lazy to adopt i",inferiority
7567,: #arizona politician proposes a special holiday for white people #altoarizona #immigration,white_grievance
19845,"marie, why didn't you come legally?",irony
10611,i would think that pro white activity in any state is a boost to all states and especially to white activists .,incitement
19878,"bless their hearts, you can't blame because they just learned about fire, the auto, and email.",irony
20436,"yes, e-verify, penalties for illegals employment, seizure&forfeiture for housing illegals,no welfare, would result in voluntary deportation.",incitement
20561,"people, get on the horn & call the senate now to stop this big govt dysfunction called #amnesty. time is running out! call now 202.224.3121",threatening
7047,jews and mudslims united against white civilization,white_grievance
20179,this is complete crap ! that 21million could be used to protect our borders.,white_grievance
10228," 3 ) here is another example of #portland organizer jake von-ott being  "" not a white supremacist "" "" """,white_grievance
4171,if a politician won't say outright he is for the white race  its because he isn't ! vote right / vote white !,incitement
19940,what do you expect? a white kid with air jordon shoes. in front of blacks come on,irony
20667,please cut refugee numbers to the bone .,threatening
19705,white trash = white person procreating with a non-white,inferiority
18040,media blanch when mentions rising crime  but are all too happy to report #blacklivesmatter myths .,stereotypical
